20,16,197.012,28,0
20,16,240.991,28,0
20,16,281.295,28,0
20,16,195.223,28,0
20,16,261.003,28,0
20,16,211.92,28,0
20,16,199.723,28,0
20,16,192.81,28,0
20,16,196.103,28,0
20,16,192.006,28,0
20,16,202.355,28,0
20,16,188.334,28,0
20,16,187.418,28,0
20,16,189.848,28,0
20,16,185.577,28,0
20,32,370.146,27.625,0
20,32,371.96,27.625,0
20,32,365.595,27.625,0
20,32,364.626,27.625,0
20,32,361.265,27.625,0
20,32,365.639,27.625,0
20,32,366.107,27.625,0
20,32,402.232,27.625,0
20,32,374.423,27.625,0
20,32,356.999,27.625,0
20,32,360.842,27.625,0
20,32,365.21,27.625,0
20,32,375.477,27.625,0
20,32,387.313,27.625,0
20,32,370.706,27.625,0
20,64,859.885,27.5,0
20,64,760.848,27.5,0
20,64,792.948,27.5,0
20,64,770.655,27.5,0
20,64,783.503,27.5,0
20,64,782.914,27.5,0
20,64,771.687,27.5,0
20,64,769.677,27.5,0
20,64,781.222,27.5,0
20,64,846.831,27.5,0
20,64,790.365,27.5,0
20,64,734.404,27.5,0
20,64,746.588,27.5,0
20,64,758.094,27.5,0
20,64,753.591,27.5,0
20,128,1523.48,28.0156,0
20,128,1730.91,28.0156,0
20,128,1686.49,28.0156,0
20,128,1525.85,28.0156,0
20,128,1631.74,28.0156,0
20,128,1441.22,28.0156,0
20,128,1644.1,28.0156,0
20,128,1751.49,28.0156,0
20,128,1497.98,28.0156,0
20,128,1579.85,28.0156,0
20,128,1630.34,28.0156,0
20,128,1711.56,28.0156,0
20,128,1617.16,28.0156,0
20,128,1426.34,28.0156,0
20,128,1523.84,28.0156,0
40,16,2819.55,47.625,0
40,16,3031.72,47.625,0
40,16,2970.66,47.625,0
40,16,2873.86,47.625,0
40,16,2981.23,47.625,0
40,16,3182.14,47.625,0
40,16,3256.06,47.625,0
40,16,3568.65,47.625,0
40,16,3468.14,47.625,0
40,16,3661.99,47.625,0
40,16,3426.44,47.625,0
40,16,3172.77,47.625,0
40,16,3237.25,47.625,0
40,16,3726.07,47.625,0
40,16,3299.94,47.625,0
40,32,6430.54,65.625,0
40,32,6167.23,65.625,0
40,32,6239.87,65.625,0
40,32,6047.72,65.625,0
40,32,6046.91,65.625,0
40,32,5920.57,65.625,0
40,32,5619.83,65.625,0
40,32,5837.41,65.625,0
40,32,6183.2,65.625,0
40,32,6464.83,65.625,0
40,32,6409.4,65.625,0
40,32,6373.64,65.625,0
40,32,6364.43,65.625,0
40,32,6317.94,65.625,0
40,32,6293.39,65.625,0
40,64,12396.2,53.1562,0
40,64,12247.6,53.1562,0
40,64,12054.5,53.1562,0
40,64,11516.4,53.1562,0
40,64,11853.5,53.1562,0
40,64,11837,53.1562,0
40,64,12306.6,53.1562,0
40,64,12529.1,53.1562,0
40,64,11822.6,53.1562,0
40,64,11763.7,53.1562,0
40,64,11686,53.1562,0
40,64,11931.3,53.1562,0
40,64,12096.3,53.1562,0
40,64,12175.8,53.1562,0
40,64,11979,53.1562,0
40,128,23666.5,54.4531,0
40,128,24192.2,54.4531,0
40,128,25160.2,54.4531,0
40,128,25903.6,54.4531,0
40,128,26075.1,54.4531,0
40,128,26205.8,54.4531,0
40,128,25840.4,54.4531,0
40,128,23766.7,54.4531,0
40,128,24041.1,54.4531,0
40,128,23961.9,54.4531,0
40,128,24206.1,54.4531,0
40,128,24111.5,54.4531,0
40,128,23790.2,54.4531,0
40,128,26669.1,54.4531,0
40,128,25400.1,54.4531,0
