32,2028.74,40.75,0
32,2190,40.125,0
32,2098.94,43,0
32,2215.62,37.375,0
32,2413.63,40.125,0
32,1945.34,44.375,0
32,2013.49,43.125,0
32,2324.87,43.1875,0
32,2217.98,43.75,0
32,2120.05,36.3125,0
32,1996.6,36.9375,0
32,2189.37,37.25,0
32,2458.15,45.8125,0
32,2639.97,40.9375,0
32,2453.45,37.5625,0
32,2331.36,45.1875,0
32,2382.63,46.125,0
32,2201.55,35.4375,0
32,2133.91,37.5,0
32,2116.4,41.0625,0
32,2103.84,42.125,0
32,2088.98,38.375,0
32,2092.06,32.4375,0
32,2166.42,37.125,0
32,1943.55,42.6875,0
32,1881.76,38.8125,0
32,1887.08,40.875,0
32,1873.57,40.625,0
32,1957.85,37.125,0
32,1900.53,48.625,0
32,1905.8,37.875,0
32,1936.3,39.5625,0
32,1922.29,40.125,0
32,1931.67,41.9375,0
32,1916.73,43.4375,0
32,1914.45,42.0625,0
32,1907.23,44.625,0
32,1917.53,37.3125,0
32,2021.81,45.6875,0
32,1921.2,41.125,0
32,1942.39,37.5625,0
32,1927.14,41.8125,0
32,1894.17,37.625,0
32,1899.9,42.25,0
32,1912.37,37.1875,0
32,1913.55,43.625,0
32,1915.35,35.9375,0
32,1986.39,42.25,0
32,1959.84,41.6875,0
32,1905.86,36.75,0
32,1975.96,40.875,0
32,1910.85,41.1875,0
32,1947.39,43.875,0
32,1908.33,46,0
32,1911.2,33.8125,0
32,1925.75,36.625,0
32,1897.62,43.625,0
32,1931.1,38.25,0
32,1971.02,44.3125,0
32,2007.85,44.625,0
32,1891.95,45.6875,0
32,1915.72,41.5625,0
32,2104.96,43.4375,0
32,2025.18,38.125,0
