0,0,0,0,0.023469,0,0,2,6
0,0,0,0,0.026026,0,0,2,6
0,0,0,0,0.030838,0,0,2,6
0,0,0,0,0.061851,0,0,2,6
0,0,0,0,0.061035,0,0,2,6
0,0,0,0,0.061262,0,0,2,6
0,0,0,0,0.060056,0,0,2,6
0,0,0,0,0.036063,0,0,2,6
0,0,0,0,0.061767,0,0,2,6
0,0,0,0,0.037027,0,0,2,6
0,0,0,0,0.060719,0,0,2,6
0,0,0,0,0.060795,0,0,2,6
0,0,0,0,0.035845,0,0,2,6
239,671,0,0,0.059762,0,0,2,6
172,596,0,0,0.052788,0.00012,0,2,6
162,581,0,0,0.036544,0.000116,0,2,6
158,577,0,0,0.068127,0.000117,0,2,6
158,577,1,0,0.063743,0.000121,0,2,6
158,577,0,0,0.041726,0.211855,0.142146,3,11
158,577,0,0,0.100936,0.000147,0,3,11
158,577,0,0,0.100243,0.000131,0,3,11
158,577,0,0,0.108599,0.000119,0,3,11
158,577,0,0,0.096008,0.000126,0,3,11
158,577,1,0,0.119334,0.000145,0,3,11
139,517,0,0,0.040952,0.217149,0.156003,3,11
131,452,0,0,0.099293,0.00014,0,3,11
125,382,0,0,0.087643,0.000158,0,3,11
127,347,0,0,0.10643,0.00014,0,3,11
127,338,0,0,0.075081,0.000123,0,3,11
127,336,0,0,0.102851,0.000121,0,3,11
134,319,1,0,0.097638,0.000122,0,3,11
154,290,0,0,0.071053,0.253703,0.209393,4,17
158,285,0,0,0.167918,0.000174,0,4,17
182,252,0,0,0.123493,0.000127,0,4,17
206,199,0,0,0.143576,0.00014,0,4,17
216,188,1,0,0.098379,0.000131,0,4,17
279,158,0,0,0.09778,0.393883,0.346102,5,22
327,154,0,0,0.130316,0.00013,0,5,22
378,155,0,0,0.207043,0.000122,0,5,22
430,151,0,0,0.112642,0.000108,0,5,22
492,143,0,0,0.15335,0.000114,0,5,22
504,143,1,0,0.166485,0.000114,0,5,22
524,147,0,0,0.119483,0.481344,0.451871,6,31
562,149,0,0,0.203351,0.000133,0,6,31
590,158,0,0,0.19884,0.000138,0,6,31
606,166,0,0,0.204778,0.000103,0,6,31
639,206,0,0,0.190459,0.000105,0,6,31
657,240,1,0,0.192535,0.000106,0,6,31
676,292,0,0,0.152946,0.669759,0.595714,7,37
693,334,0,0,0.210057,0.00011,0,7,37
700,364,0,0,0.176458,9.5e-05,0,7,37
690,461,0,0,0.197076,0.000104,0,7,37
682,495,0,0,0.194473,0.000103,0,7,37
670,523,1,0,0.172519,0.000107,0,7,37
620,567,0,0,0.231267,0.753722,0.677073,8,41
583,590,0,0,0.199691,0.000117,0,8,41
514,639,0,0,0.207956,8.4e-05,0,8,41
447,674,0,0,0.240154,9.2e-05,0,8,41
378,699,1,0,0.214385,9.5e-05,0,8,41
281,712,0,0,0.253589,0.961163,0.920877,9,48
211,717,0,0,0.2569,0.000127,0,9,48
145,716,0,0,0.259874,0.000147,0,9,48
103,691,0,0,0.296639,0.00013,0,9,48
66,656,0,0,0.290386,0.00014,0,9,48
49,636,1,0,0.275615,0.000131,0,9,48
36,555,0,0,0.229762,1.18843,1.09525,10,55
65,490,0,0,0.300258,0.000143,0,10,55
119,440,0,0,0.275156,0.000141,0,10,55
155,400,0,0,0.303801,9.2e-05,0,10,55
212,357,0,0,0.310151,0.000114,0,10,55
242,348,1,0,0.316168,0.000125,0,10,55
378,343,0,0,0.251456,1.43249,1.37865,11,60
423,349,0,0,0.335874,0.000129,0,11,60
460,357,0,0,0.351609,0.000137,0,11,60
489,403,0,0,0.389734,0.000134,0,11,60
477,460,0,0,0.333021,0.000127,0,11,60
455,490,1,0,0.314628,0.00013,0,11,60
394,506,0,0,0.285467,1.70313,1.61768,12,67
356,490,0,0,0.373345,0.000154,0,12,67
329,377,0,0,0.449942,0.000147,0,12,67
358,307,0,0,0.35505,0.000104,0,12,67
391,241,0,0,0.360884,0.000114,0,12,67
393,234,1,0,0.337482,0.000109,0,12,67
369,225,0,0,0.398092,1.95498,1.85559,13,75
277,251,0,0,0.411999,0.000128,0,13,75
185,329,0,0,0.442498,0.000146,0,13,75
146,374,0,0,0.412542,0.000138,0,13,75
134,418,0,0,0.45017,0.000115,0,13,75
187,484,1,0,0.409954,0.000133,0,13,75
316,484,0,0,0.357414,2.5151,2.40499,14,82
332,479,0,0,0.444749,0.00015,0,14,82
331,462,0,0,0.503338,0.000115,0,14,82
249,417,0,0,0.475882,0.000114,0,14,82
