511,308,0,0,0.183821,0,0,2,6
511,308,0,0,0.187504,0.000673,0,2,6
511,308,0,0,0.210977,0.000671,0,2,6
511,308,0,0,0.23888,0.000583,0,2,6
511,308,0,0,0.186867,0.000707,0,2,6
511,308,0,0,0.189389,0.000952,0,2,6
511,308,0,0,0.083539,0.000292,0,2,6
511,308,0,0,0.059356,0.00028,0,2,6
511,308,0,0,0.084852,0.00034,0,2,6
511,308,0,0,0.049656,0.000219,0,2,6
511,308,0,0,0.048145,0.000275,0,2,6
511,308,0,0,0.051872,0.000239,0,2,6
511,308,0,0,0.088348,0.000386,0,2,6
511,308,0,0,0.182143,0.000786,0,2,6
511,308,0,0,0.132021,0.000561,0,2,6
511,308,0,0,0.173626,0.000587,0,2,6
511,308,0,0,0.148219,0.000552,0,2,6
511,308,0,0,0.167152,0.000589,0,2,6
511,308,0,0,0.206603,0.00059,0,2,6
511,308,0,0,0.202201,0.000656,0,2,6
511,308,0,0,0.180954,0.000656,0,2,6
511,308,0,0,0.197794,0.000514,0,2,6
511,308,0,0,0.192042,0.000575,0,2,6
511,308,0,0,0.149348,0.000614,0,2,6
511,308,0,0,0.21419,0.000635,0,2,6
511,308,0,0,0.166673,0.001208,0,2,6
511,308,0,0,0.171046,0.000743,0,2,6
511,308,0,0,0.176628,0.000608,0,2,6
511,308,0,0,0.137841,0.000541,0,2,6
511,308,0,0,0.174734,0.000577,0,2,6
511,308,0,0,0.211358,0.000734,0,2,6
511,308,0,0,0.200029,0.000656,0,2,6
511,308,0,0,0.146184,0.000571,0,2,6
511,308,0,0,0.17961,0.00053,0,2,6
511,308,0,0,0.119088,0.00048,0,2,6
511,308,0,0,0.125456,0.000602,0,2,6
516,330,0,0,0.221389,0.000584,0,2,6
500,314,0,0,0.161469,0.000625,0,2,6
478,289,0,0,0.166475,0.000554,0,2,6
450,258,0,0,0.203511,0.000696,0,2,6
450,258,0,0,0.154612,0.00061,0,2,6
450,258,0,0,0.122472,0.000587,0,2,6
450,258,0,0,0.202702,0.000574,0,2,6
450,258,0,0,0.144299,0.000649,0,2,6
450,258,0,0,0.173871,0.000549,0,2,6
450,258,0,0,0.195848,0.0008,0,2,6
450,256,0,0,0.156991,0.000667,0,2,6
454,258,0,0,0.141976,0.000686,0,2,6
467,262,0,0,0.195859,0.000634,0,2,6
464,259,0,0,0.229965,0.000785,0,2,6
464,258,0,0,0.183058,0.00079,0,2,6
464,258,0,0,0.1569,0.00069,0,2,6
464,258,0,0,0.156869,0.000829,0,2,6
463,250,0,0,0.189184,0.000896,0,2,6
463,229,0,0,0.180609,0.000856,0,2,6
467,203,0,0,0.159328,0.000756,0,2,6
468,186,0,0,0.178576,0.000906,0,2,6
467,157,0,0,0.151983,0.000817,0,2,6
455,128,0,0,0.167504,0.000743,0,2,6
444,114,0,0,0.17509,0.000948,0,2,6
424,99,0,0,0.154373,0.001161,0,2,6
362,68,0,0,0.155191,0.00079,0,2,6
307,46,0,0,0.152956,0.000752,0,2,6
264,39,0,0,0.176192,0.001019,0,2,6
