32,256,5237.4,52.1875,0
32,256,5109.73,52.1875,0
32,256,5046.59,52.1875,0
32,256,5091.48,52.1875,0
32,256,5204.37,52.1875,0
32,256,5610.89,52.1875,0
32,256,5326.46,52.1875,0
32,256,5674.35,52.1875,0
32,256,5424.52,52.1875,0
32,256,5032.39,52.1875,0
32,256,5097.62,52.1875,0
32,256,5331.66,52.1875,0
32,256,5987.58,52.1875,0
32,256,5227.12,52.1875,0
32,256,5432.48,52.1875,0
64,512,7371.87,65.5333,4
64,512,8187.62,65.5333,4
64,512,8053.77,65.5333,4
64,512,8074.33,65.5333,4
64,512,8313.92,65.5333,4
64,512,7494.59,65.5333,4
64,512,7991.2,65.5333,4
64,512,7765.11,65.5333,4
64,512,8664.25,65.5333,4
64,512,8179.29,65.5333,4
64,512,7314.44,65.5333,4
64,512,7516.16,65.5333,4
64,512,7423.9,65.5333,4
64,512,7794.81,65.5333,4
64,512,8319.8,65.5333,4
128,1024,153.15,3,127
128,1024,164.891,3,127
128,1024,161.747,3,127
128,1024,159.655,3,127
128,1024,145.559,3,127
128,1024,147.44,3,127
128,1024,144.816,3,127
128,1024,154.723,3,127
128,1024,148.522,3,127
128,1024,148.023,3,127
128,1024,144.917,3,127
128,1024,146.845,3,127
128,1024,148.49,3,127
128,1024,149.981,3,127
128,1024,148.965,3,127
