0.190827,192,4,64
0.188212,192,4,64
0.25183,192,4,64
0.215177,192,4,64
0.201558,192,4,64
0.208882,192,4,64
0.178755,192,4,64
0.230141,192,4,64
0.214567,192,4,64
0.287321,192,4,64
0.276903,192,4,64
0.174643,192,4,64
0.221522,192,4,64
0.338618,192,4,64
0.284487,192,4,64
0.590457,384,4,128
0.353556,384,4,128
0.401392,384,4,128
0.410966,384,4,128
0.420675,384,4,128
0.408778,384,4,128
0.445003,384,4,128
0.420498,384,4,128
0.424818,384,4,128
0.394572,384,4,128
0.402227,384,4,128
0.40412,384,4,128
0.404636,384,4,128
0.401773,384,4,128
0.406407,384,4,128
0.752013,768,4,256
0.745237,768,4,256
0.775218,768,4,256
0.74043,768,4,256
0.781065,768,4,256
0.738152,768,4,256
0.736129,768,4,256
0.73722,768,4,256
0.731472,768,4,256
0.743717,768,4,256
0.753485,768,4,256
0.710673,768,4,256
0.732237,768,4,256
0.715973,768,4,256
0.704712,768,4,256
1.33301,1536,4,512
1.40067,1536,4,512
1.40064,1536,4,512
1.51504,1536,4,512
1.37916,1536,4,512
1.45532,1536,4,512
1.36875,1536,4,512
1.36402,1536,4,512
1.35681,1536,4,512
1.40993,1536,4,512
1.36411,1536,4,512
1.36964,1536,4,512
1.40361,1536,4,512
1.46096,1536,4,512
1.42915,1536,4,512
2.96926,3072,4,1024
2.76878,3072,4,1024
2.66593,3072,4,1024
2.7497,3072,4,1024
2.80281,3072,4,1024
2.66643,3072,4,1024
2.66488,3072,4,1024
2.74931,3072,4,1024
3.30149,3072,4,1024
2.79306,3072,4,1024
2.77323,3072,4,1024
2.69709,3072,4,1024
2.74244,3072,4,1024
2.75927,3072,4,1024
2.8138,3072,4,1024
5.42343,6144,4,2048
5.38735,6144,4,2048
6.14837,6144,4,2048
5.53981,6144,4,2048
5.84346,6144,4,2048
5.46901,6144,4,2048
5.32038,6144,4,2048
5.37806,6144,4,2048
5.61735,6144,4,2048
6.79035,6144,4,2048
5.43532,6144,4,2048
5.31306,6144,4,2048
5.32674,6144,4,2048
5.38815,6144,4,2048
5.4308,6144,4,2048
10.7681,12288,4,4096
9.6628,12288,4,4096
10.7296,12288,4,4096
10.828,12288,4,4096
10.941,12288,4,4096
10.8469,12288,4,4096
11.1609,12288,4,4096
10.2604,12288,4,4096
10.1582,12288,4,4096
9.46793,12288,4,4096
10.5125,12288,4,4096
10.4472,12288,4,4096
10.3202,12288,4,4096
10.107,12288,4,4096
10.238,12288,4,4096
20.6919,24576,4,8192
20.5456,24576,4,8192
20.6837,24576,4,8192
20.7588,24576,4,8192
20.2682,24576,4,8192
20.8331,24576,4,8192
22.953,24576,4,8192
23.7787,24576,4,8192
21.5529,24576,4,8192
21.5862,24576,4,8192
23.5391,24576,4,8192
30.5061,24576,4,8192
24.1811,24576,4,8192
23.0216,24576,4,8192
21.4735,24576,4,8192
41.0778,49152,4,16384
38.6192,49152,4,16384
38.9557,49152,4,16384
37.3511,49152,4,16384
40.57,49152,4,16384
41.0148,49152,4,16384
40.0879,49152,4,16384
36.8092,49152,4,16384
38.6156,49152,4,16384
38.8184,49152,4,16384
38.6679,49152,4,16384
39.6744,49152,4,16384
43.1309,49152,4,16384
40.4675,49152,4,16384
36.2794,49152,4,16384
