1024,0.759445,19,1005
1024,0.627397,20,1004
1024,0.589772,20,1004
1024,0.574312,16,1008
1024,0.577666,13,1011
1024,0.681976,22,1002
1024,0.573260,17,1007
1024,0.564079,20,1004
1024,0.784890,20,1004
1024,0.567242,19,1005
1024,0.581596,18,1006
1024,0.548516,16,1008
1024,0.764692,16,1008
1024,0.682368,18,1006
1024,0.656517,16,1008
1024,0.736658,22,1002
1024,0.586428,20,1004
1024,0.583653,21,1003
1024,0.556198,16,1008
1024,0.625188,23,1001
1024,0.599299,19,1005
1024,0.590426,17,1007
1024,0.576867,18,1006
1024,0.571776,21,1003
1024,0.755546,15,1009
1024,0.573111,15,1009
1024,0.835504,15,1009
1024,0.556000,17,1007
1024,0.569200,19,1005
1024,0.690157,16,1008
2048,1.162379,16,2032
2048,1.280665,19,2029
2048,1.182298,18,2030
2048,1.200851,25,2023
2048,1.174597,18,2030
2048,1.170000,22,2026
2048,1.235182,18,2030
2048,1.647099,25,2023
2048,1.196226,24,2024
2048,1.157637,25,2023
2048,1.352448,21,2027
2048,1.317675,20,2028
2048,1.186315,24,2024
2048,1.138051,21,2027
2048,1.170478,17,2031
2048,1.464182,27,2021
2048,1.155150,19,2029
2048,1.157126,16,2032
2048,1.185822,27,2021
2048,1.137555,17,2031
2048,1.118610,16,2032
2048,1.201126,22,2026
2048,1.263936,21,2027
2048,1.159892,18,2030
2048,1.248091,16,2032
2048,1.184960,16,2032
2048,1.156226,15,2033
2048,1.373737,20,2028
2048,1.702896,18,2030
2048,1.109878,27,2021
4096,2.719269,23,4073
4096,2.451827,23,4073
4096,2.557013,28,4068
4096,2.496093,18,4078
4096,3.019874,25,4071
4096,2.433872,20,4076
4096,2.336264,21,4075
4096,2.270539,21,4075
4096,2.412591,18,4078
4096,3.095855,23,4073
4096,2.423392,25,4071
4096,2.366234,18,4078
4096,2.347921,20,4076
4096,3.262107,21,4075
4096,2.445703,21,4075
4096,2.451088,19,4077
4096,2.831651,20,4076
